transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
10616,9,2466,2017-12-11,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:17:35
10617,63,2907,2017-10-17,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:28:35
10618,0,531,2017-02-03,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:27:25
10619,59,2658,2017-11-12,0.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01 09:29:03
10620,43,195,2017-12-09,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 09:51:10
10621,20,1774,2017-08-22,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 11:17:50
10622,91,134,2017-02-16,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 09:35:56
10623,51,1283,2017-09-28,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 11:23:29
10624,56,2241,2017-02-02,1.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 09:30:44
10625,19,2560,2017-09-08,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 11:04:40
10626,17,1479,2017-04-19,1.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 09:49:38
10627,44,590,2017-06-15,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 10:27:48
10628,52,2936,2017-07-26,1.0,Cancelled,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01 11:32:13
10629,76,3409,2017-07-12,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01 11:38:42
10630,72,357,2017-08-11,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 11:51:50
10631,81,2941,2017-04-08,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01 09:17:09
10632,0,686,2017-08-09,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 11:51:36
10633,63,478,2017-01-29,0.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,1970-01-01 11:24:07
10634,72,2378,2017-12-20,1.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,1970-01-01 11:51:50
10635,34,2844,2017-12-07,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 10:28:18
10636,74,2067,2017-06-26,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 10:11:08
10637,0,3035,2017-05-04,1.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,1970-01-01 10:38:59
10638,73,3389,2017-03-21,0.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 10:24:59
10639,22,2249,2017-09-06,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 09:29:25
10640,0,2325,2017-08-19,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:25:39
10641,14,2443,2017-02-09,0.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01 09:43:16
10642,0,3139,2017-05-18,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 11:47:38
10643,5,2583,2017-02-03,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 11:19:44
10644,8,276,2017-01-15,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 11:17:29
10645,14,1081,2017-10-02,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 10:30:38
10646,93,1785,2017-05-05,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 10:13:53
10647,76,861,2017-03-19,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:25:39
10648,82,433,2017-08-08,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 11:43:46
10649,91,3265,2017-03-20,1.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01 11:38:42
10650,68,2527,2017-11-20,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 09:43:16
10651,17,2629,2017-02-17,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 09:27:59
10652,70,2018,2017-11-25,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 11:41:45
10653,1,3184,2017-02-18,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 10:37:38
10654,56,1714,2017-11-22,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 09:19:12
10655,38,63,2017-10-23,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 10:57:07
10656,20,1763,2017-11-25,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 09:46:00
10657,23,1905,2017-06-07,0.0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1970-01-01 09:30:44
10658,36,2242,2017-07-13,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 11:17:52
10659,96,1232,2017-06-19,0.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:25:39
10660,50,1607,2017-04-11,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01 11:23:29
10661,37,2095,2017-09-16,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 10:06:01
10662,38,9,2017-09-30,1.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1970-01-01 11:12:16
10663,6,69,2017-12-10,1.0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1970-01-01 10:27:39
10664,7,983,2017-09-30,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 10:37:38
10665,54,733,2017-06-01,1.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 11:05:15
10666,27,1048,2017-04-19,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 10:05:34
10667,40,2610,2017-05-07,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 10:45:50
10668,3,2779,2017-10-09,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 10:54:58
10669,7,2598,2017-10-01,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 10:37:38
10670,43,1301,2017-02-17,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 10:08:18
10671,77,719,2017-12-19,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 11:15:53
10672,36,3050,2017-09-05,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:57:07
10673,30,3324,2017-07-21,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01 10:06:01
10674,4,830,2017-05-15,1.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 10:42:53
10675,19,3262,2017-03-28,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 11:04:40
10676,53,29,2017-01-04,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 09:51:10
10677,85,1951,2017-09-03,0.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1970-01-01 11:43:38
10678,40,1446,2017-11-14,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1970-01-01 10:45:50
10679,41,1457,2017-06-19,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01 11:37:28
10680,0,2419,2017-10-19,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 09:29:03
10681,55,317,2017-09-11,0.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01 11:19:39
10682,4,1000,2017-04-09,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 10:42:53
10683,0,1286,2017-02-03,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 10:06:07
10684,27,1347,2017-09-30,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 09:24:48
10685,0,1662,2017-10-29,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 09:55:07
10686,28,2812,2017-01-13,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 10:44:53
10687,33,3445,2017-12-16,0.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,1970-01-01 11:12:16
10688,21,2373,2017-07-22,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 10:44:53
10689,61,1862,2017-04-10,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01 10:02:25
10690,66,1814,2017-07-17,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1970-01-01 11:14:47
10691,52,1140,2017-06-22,1.0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,1970-01-01 09:14:19
10692,94,2716,2017-08-09,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 11:30:34
10693,14,2490,2017-07-08,0.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 09:49:38
10694,92,2858,2017-06-06,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 10:31:14
10695,3,3055,2017-10-21,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 09:29:30
10696,28,1226,2017-09-19,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 10:28:18
10697,96,1054,2017-01-15,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 11:47:38
10699,29,921,2017-09-07,0.0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1970-01-01 11:51:36
10700,3,815,2017-01-20,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 09:19:09
10701,89,2175,2017-03-09,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 09:27:59
10702,97,2164,2017-04-07,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,1970-01-01 09:16:04
10703,26,2991,2017-05-25,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:28:35
10704,21,285,2017-12-23,0.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01 09:46:00
10705,77,181,2017-05-25,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,1970-01-01 11:15:53
10706,69,2432,2017-01-04,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01 11:38:42
10707,41,15,2017-09-20,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,1970-01-01 09:52:40
10708,28,1587,2017-09-30,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:24:48
10709,79,2883,2017-07-07,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 10:38:59
10710,0,2682,2017-01-26,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 10:36:46
10711,95,2942,2017-02-20,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 09:50:55
10712,91,949,2017-10-03,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,1970-01-01 09:35:56
10713,39,2788,2017-09-02,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,1970-01-01 11:12:16
10714,32,1109,2017-06-05,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 09:54:27
10715,5,1385,2017-08-10,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 11:19:44
10716,96,1052,2017-02-27,1.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,1970-01-01 11:30:34
10717,82,1602,2017-12-23,1.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 11:43:46
10718,70,1295,2017-06-21,0.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1970-01-01 11:41:45
10719,16,3157,2017-07-20,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:29:25
10720,96,1447,2017-06-02,1.0,Approved,WeareA2B,Road,low,small,1172.78,1043.77,1970-01-01 10:25:39
10721,8,1532,2017-06-28,0.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 09:19:09
10722,54,3479,2017-11-29,0.0,Approved,WeareA2B,Standard,medium,medium,1292.84,13.44,1970-01-01 11:05:15
10723,16,3440,2017-03-20,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,1970-01-01 09:36:26
10724,3,3389,2017-11-06,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:26:07
10725,58,1444,2017-05-11,1.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 11:44:55
10726,0,1874,2017-09-22,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 11:41:45
10727,90,1391,2017-08-01,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 09:44:12
10728,0,2080,2017-01-15,1.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 10:05:34
10729,0,2714,2017-04-26,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 09:55:07
10730,88,2946,2017-03-14,1.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 10:02:25
10731,48,2517,2017-08-07,0.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1970-01-01 11:24:24
10732,0,2224,2017-03-18,0.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 11:24:24
10733,89,3091,2017-02-26,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 10:27:06
10734,1,3484,2017-02-18,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01 09:43:16
10735,69,1481,2017-12-01,1.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1970-01-01 09:24:39
10736,0,2240,2017-10-09,1.0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,1970-01-01 10:27:48
10737,53,1740,2017-11-11,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 09:29:30
10738,65,2985,2017-06-11,1.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 09:43:16
10739,5,720,2017-01-03,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 10:36:46
10740,9,3308,2017-10-24,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1970-01-01 09:49:38
10741,0,1652,2017-06-21,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 11:46:44
10742,85,1307,2017-08-08,1.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 09:17:09
10743,52,2427,2017-12-27,0.0,Approved,Solex,Road,medium,large,1777.8,820.78,1970-01-01 10:22:17
10744,88,279,2017-12-16,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,1970-01-01 10:02:25
10745,81,1595,2017-10-03,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 09:27:51
10746,98,2954,2017-12-24,0.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,1970-01-01 10:33:22
10747,68,1824,2017-11-22,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 11:51:50
10748,43,1690,2017-04-08,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 11:17:52
10749,67,2010,2017-04-20,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,1970-01-01 09:17:35
10750,99,1024,2017-06-19,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,1970-01-01 11:37:28
10751,22,587,2017-11-07,1.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 11:17:50
10752,13,2729,2017-06-10,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 11:44:55
10753,62,2802,2017-07-11,1.0,Approved,Solex,Standard,medium,medium,478.16,298.72,1970-01-01 09:29:03
10754,98,2260,2017-04-02,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 09:51:10
10755,35,656,2017-12-20,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:51:28
10756,95,2711,2017-07-25,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14
10757,5,839,2017-05-22,0.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 11:19:44
10758,26,2941,2017-02-13,1.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1970-01-01 09:28:35
10759,35,2687,2017-08-03,1.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 11:51:28
10760,8,603,2017-02-20,1.0,Approved,Solex,Road,medium,small,1703.52,1516.13,1970-01-01 11:17:29
10761,95,3227,2017-06-27,1.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14
10762,5,2929,2017-07-31,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 11:19:44
10763,20,3369,2017-06-26,1.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1970-01-01 11:11:43
10764,43,1624,2017-11-20,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 10:57:07
10765,14,1526,2017-06-18,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,1970-01-01 10:30:38
10766,42,3388,2017-03-13,0.0,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,1970-01-01 10:58:46
10767,29,2358,2017-10-23,0.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 11:30:34
10768,2,2527,2017-08-31,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,1970-01-01 11:19:44
10769,100,3256,2017-12-18,0.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,1970-01-01 09:16:04
10770,90,660,2017-08-07,0.0,Approved,Solex,Standard,low,medium,945.04,507.58,1970-01-01 09:44:12
10771,81,1457,2017-09-01,0.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,1970-01-01 10:36:46
10772,59,2508,2017-08-29,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01 09:30:44
10773,5,1958,2017-08-20,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,1970-01-01 11:19:44
10774,37,651,2017-01-04,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 10:06:01
10775,1,17,2017-05-01,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,1970-01-01 10:42:53
10776,38,973,2017-08-08,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:26:07
10777,17,665,2017-09-17,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,1970-01-01 09:49:38
10778,30,1075,2017-05-25,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1970-01-01 09:35:56
10779,28,3388,2017-05-10,0.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 09:17:35
10780,99,716,2017-05-12,1.0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1970-01-01 09:35:56
10781,21,2642,2017-03-05,0.0,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,1970-01-01 11:35:01
10782,43,2475,2017-10-06,1.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 10:08:18
10783,65,1867,2017-12-28,0.0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,1970-01-01 11:42:25
10784,59,3039,2017-07-20,1.0,Approved,Solex,Standard,medium,large,1061.56,733.58,1970-01-01 09:29:30
10785,72,1290,2017-06-01,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 11:44:55
10786,36,1052,2017-04-17,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:57:07
10787,43,3448,2017-04-16,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 10:31:13
10789,68,62,2017-12-25,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,1970-01-01 10:47:39
10790,31,2535,2017-05-08,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01 10:50:31
10791,34,2126,2017-02-14,0.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,1970-01-01 10:45:50
10792,89,8,2017-01-04,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 11:49:20
10793,95,548,2017-12-09,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 10:36:46
10794,25,3495,2017-03-21,0.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,1970-01-01 11:23:29
10795,50,1578,2017-02-21,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1970-01-01 11:12:16
10796,46,975,2017-10-30,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:57:07
10797,38,2377,2017-12-23,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:32:13
10798,27,2024,2017-04-12,0.0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1970-01-01 09:24:48
10799,87,1881,2017-11-15,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 10:06:07
10801,76,390,2017-04-17,0.0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,1970-01-01 11:38:42
10802,95,3370,2017-08-27,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 10:02:25
10803,7,128,2017-08-01,1.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,1970-01-01 10:30:38
10804,74,2363,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 09:17:09
10805,60,2913,2017-07-25,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 10:44:07
10806,15,1374,2017-11-09,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 10:44:53
10807,28,2447,2017-11-21,1.0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1970-01-01 10:50:31
10808,58,1314,2017-08-02,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 11:42:52
10809,92,1210,2017-10-14,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,1970-01-01 10:27:06
10810,4,1758,2017-02-28,0.0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,1970-01-01 10:42:53
10811,15,1645,2017-02-05,0.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,1970-01-01 09:46:00
10812,82,3158,2017-09-11,0.0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1970-01-01 11:32:13
10813,95,922,2017-06-25,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,1970-01-01 10:31:14
10814,14,2323,2017-06-01,1.0,Approved,Solex,Standard,high,large,1842.92,1105.75,1970-01-01 09:43:16
10815,43,2914,2017-02-23,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,1970-01-01 10:08:18
10816,37,223,2017-08-21,1.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 10:06:01
10817,75,463,2017-04-23,0.0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,1970-01-01 10:31:13
10818,72,429,2017-10-02,0.0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,1970-01-01 11:14:47
10819,80,2796,2017-11-28,0.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1970-01-01 09:50:55
10820,3,2172,2017-02-12,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 10:45:50
10821,10,3429,2017-08-31,1.0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1970-01-01 10:24:59
10822,97,3217,2017-06-09,1.0,Approved,Solex,Standard,medium,large,202.62,151.96,1970-01-01 11:47:38
10823,87,2928,2017-04-29,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,1970-01-01 09:54:27
10824,0,37,2017-05-07,0.0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1970-01-01 09:29:25
10825,25,2793,2017-10-15,0.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 11:51:36
10826,79,80,2017-06-14,0.0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,1970-01-01 10:31:13
10827,19,3334,2017-09-08,0.0,Approved,OHM Cycles,Road,high,large,12.01,7.21,1970-01-01 11:04:40
10828,86,2071,2017-08-12,0.0,Approved,OHM Cycles,Standard,medium,medium,235.63,125.07,1970-01-01 10:36:46
10829,66,457,2017-03-09,0.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,1970-01-01 09:29:03
10830,29,2973,2017-05-20,1.0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1970-01-01 10:13:53
10831,31,135,2017-08-10,0.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1970-01-01 10:50:31
10832,30,2044,2017-04-05,0.0,Approved,Solex,Standard,high,medium,748.17,448.9,1970-01-01 10:28:18
10833,60,1129,2017-07-05,1.0,Approved,Giant Bicycles,Standard,high,small,1977.36,1759.85,1970-01-01 11:14:47
10834,37,1389,2017-11-11,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1970-01-01 10:06:01
10835,55,1573,2017-10-27,1.0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,1970-01-01 11:44:55
10836,89,712,2017-09-22,0.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 09:27:59
10837,3,1181,2017-03-17,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,1970-01-01 11:26:07
10838,56,1426,2017-06-07,1.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1970-01-01 09:55:07
10839,25,3350,2017-04-05,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1970-01-01 11:15:53
10840,53,1609,2017-09-23,1.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1970-01-01 10:30:23
10841,50,1815,2017-01-14,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,1970-01-01 10:30:23
10842,77,1858,2017-07-25,1.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,1970-01-01 10:49:51
10843,36,1339,2017-02-26,1.0,Approved,Solex,Standard,low,medium,1289.85,74.51,1970-01-01 10:57:07
10844,89,1376,2017-08-29,1.0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1970-01-01 09:27:59
10845,74,934,2017-09-04,0.0,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,1970-01-01 09:35:27
10846,11,2523,2017-01-09,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,1970-01-01 11:49:20
